id,Action
1,0.4998303316921481
2,0.4998303316921481
3,0.4998303316921481
4,0.4998303316921481
5,0.4998303316921481
6,0.4998303316921481
7,0.4998303316921481
8,0.4998303316921481
9,0.4998303316921481
10,0.4998303316921481
11,0.4998303316921481
12,0.4998303316921481
13,0.4998303316921481
14,0.4998303316921481
15,0.4998303316921481
16,0.4998303316921481
17,0.4998303316921481
18,0.4998303316921481
19,0.4998303316921481
20,0.4998303316921481
21,0.4998303316921481
22,0.4998303316921481
23,0.4998303316921481
24,0.4998303316921481
25,0.4998303316921481
26,0.4998303316921481
27,0.4998303316921481
28,0.4998303316921481
29,0.4998303316921481
30,0.4998303316921481
31,0.4998303316921481
32,0.4998303316921481
33,0.4998303316921481
34,0.4998303316921481
35,0.4998303316921481
36,0.4998303316921481
37,0.4998303316921481
38,0.4998303316921481
39,0.4998303316921481
40,0.4998303316921481
41,0.4998303316921481
42,0.4998303316921481
43,0.4998303316921481
44,0.4998303316921481
45,0.4998303316921481
46,0.4998303316921481
47,0.4998303316921481
48,0.4998303316921481
49,0.4998303316921481
50,0.4998303316921481
51,0.4998303316921481
52,0.4998303316921481
53,0.4998303316921481
54,0.4998303316921481
55,0.4998303316921481
56,0.4998303316921481
57,0.4998303316921481
58,0.4998303316921481
59,0.4998303316921481
60,0.4998303316921481
61,0.4998303316921481
62,0.4998303316921481
63,0.4998303316921481
64,0.4998303316921481
65,0.4998303316921481
66,0.4998303316921481
67,0.4998303316921481
68,0.4998303316921481
69,0.4998303316921481
70,0.4998303316921481
71,0.4998303316921481
72,0.4998303316921481
73,0.4998303316921481
74,0.4998303316921481
75,0.4998303316921481
76,0.4998303316921481
77,0.4998303316921481
78,0.4998303316921481
79,0.4998303316921481
80,0.4998303316921481
81,0.4998303316921481
82,0.4998303316921481
83,0.4998303316921481
84,0.4998303316921481
85,0.4998303316921481
86,0.4998303316921481
87,0.4998303316921481
88,0.4998303316921481
89,0.4998303316921481
90,0.4998303316921481
91,0.4998303316921481
92,0.4998303316921481
93,0.4998303316921481
94,0.4998303316921481
95,0.4998303316921481
96,0.4998303316921481
97,0.4998303316921481
98,0.4998303316921481
99,0.4998303316921481
100,0.4998303316921481
101,0.4998303316921481
102,0.4998303316921481
103,0.4998303316921481
104,0.4998303316921481
105,0.4998303316921481
106,0.4998303316921481
107,0.4998303316921481
108,0.4998303316921481
109,0.4998303316921481
110,0.4998303316921481
111,0.4998303316921481
112,0.4998303316921481
113,0.4998303316921481
114,0.4998303316921481
115,0.4998303316921481
116,0.4998303316921481
117,0.4998303316921481
118,0.4998303316921481
119,0.4998303316921481
120,0.4998303316921481
121,0.4998303316921481
122,0.4998303316921481
123,0.4998303316921481
124,0.4998303316921481
125,0.4998303316921481
126,0.4998303316921481
127,0.4998303316921481
128,0.4998303316921481
129,0.4998303316921481
130,0.4998303316921481
131,0.4998303316921481
132,0.4998303316921481
133,0.4998303316921481
134,0.4998303316921481
135,0.4998303316921481
136,0.4998303316921481
137,0.4998303316921481
138,0.4998303316921481
139,0.4998303316921481
140,0.4998303316921481
141,0.4998303316921481
142,0.4998303316921481
143,0.4998303316921481
144,0.4998303316921481
145,0.4998303316921481
146,0.4998303316921481
147,0.4998303316921481
148,0.4998303316921481
149,0.4998303316921481
150,0.4998303316921481
151,0.4998303316921481
152,0.4998303316921481
153,0.4998303316921481
154,0.4998303316921481
155,0.4998303316921481
156,0.4998303316921481
157,0.4998303316921481
158,0.4998303316921481
159,0.4998303316921481
160,0.4998303316921481
161,0.4998303316921481
162,0.4998303316921481
163,0.4998303316921481
164,0.4998303316921481
165,0.4998303316921481
166,0.4998303316921481
167,0.4998303316921481
168,0.4998303316921481
169,0.4998303316921481
170,0.4998303316921481
171,0.4998303316921481
172,0.4998303316921481
173,0.4998303316921481
174,0.4998303316921481
175,0.4998303316921481
176,0.4998303316921481
177,0.4998303316921481
178,0.4998303316921481
179,0.4998303316921481
180,0.4998303316921481
181,0.4998303316921481
182,0.4998303316921481
183,0.4998303316921481
184,0.4998303316921481
185,0.4998303316921481
186,0.4998303316921481
187,0.4998303316921481
188,0.4998303316921481
189,0.4998303316921481
190,0.4998303316921481
191,0.4998303316921481
192,0.4998303316921481
